genus,decimallatitude,decimallongitude,day,month,year
Caretta,24.55607,-81.77767,,,
Eretmochelys,27.9,-81.8,,,
Eretmochelys,27.9,-81.8,,,
Caretta,29.646442,-85.156704,14,8,1998
Caretta,29.646442,-85.156704,18,8,1998
Caretta,29.6394,-85.1452,8,1,2004
Lepidochelys,27.7833,-81.9381,,,
Lepidochelys,27.9,-81.8,,,
Chelonia,27.9,-81.8,,,
Chelonia,27.8111,-81.9125,,,
Chelonia,27.9,-81.8,,,
Chelonia,27.68,-81.95,,,
Chelonia,27.7833,-81.9381,,,
Chelonia,27.53,-81.82,,,
Chelonia,27.9,-81.8,,,
Chelonia,27.9,-81.8,,,
Chelonia,27.7575,-81.8256,,,
Chelonia,27.9,-81.8,,,
Chelonia,27.6383,-80.3975,,,
Caretta,27.9,-81.8,,,
Caretta,27.9,-81.8,,,
Caretta,27.9,-81.8,,,
Caretta,27.8303,-80.8114,,,
Caretta,27.6383,-80.3975,,,
Caretta,27.7,-82.5,,,
